Mod:Item:MetaData, Localized Name
appliedenergistics2:part:3, ME Glass Cable - Light Blue
appliedenergistics2:part:4, ME Glass Cable - Yellow
appliedenergistics2:part:5, ME Glass Cable - Lime
appliedenergistics2:part:6, ME Glass Cable - Pink
appliedenergistics2:part:7, ME Glass Cable - Gray
appliedenergistics2:part:8, ME Glass Cable - Light Gray
appliedenergistics2:part:9, ME Glass Cable - Cyan
appliedenergistics2:part:10, ME Glass Cable - Purple
appliedenergistics2:part:11, ME Glass Cable - Blue
appliedenergistics2:part:12, ME Glass Cable - Brown
appliedenergistics2:part:13, ME Glass Cable - Green
appliedenergistics2:part:14, ME Glass Cable - Red
appliedenergistics2:part:15, ME Glass Cable - Black
appliedenergistics2:part:16, ME Glass Cable - Fluix
appliedenergistics2:part:40, ME Smart Cable - White
appliedenergistics2:part:41, ME Smart Cable - Orange
appliedenergistics2:part:42, ME Smart Cable - Magenta
appliedenergistics2:part:43, ME Smart Cable - Light Blue
appliedenergistics2:part:44, ME Smart Cable - Yellow
appliedenergistics2:part:45, ME Smart Cable - Lime
appliedenergistics2:part:46, ME Smart Cable - Pink
appliedenergistics2:part:47, ME Smart Cable - Gray
appliedenergistics2:part:48, ME Smart Cable - Light Gray
appliedenergistics2:part:49, ME Smart Cable - Cyan
appliedenergistics2:part:50, ME Smart Cable - Purple
appliedenergistics2:part:51, ME Smart Cable - Blue
appliedenergistics2:part:52, ME Smart Cable - Brown
appliedenergistics2:part:53, ME Smart Cable - Green
appliedenergistics2:part:54, ME Smart Cable - Red
appliedenergistics2:part:55, ME Smart Cable - Black
appliedenergistics2:part:56, ME Smart Cable - Fluix
appliedenergistics2:part:420, ME Conversion Monitor
appliedenergistics2:part:360, ME Crafting Terminal
appliedenergistics2:part:200, Dark Illuminated Panel
appliedenergistics2:part:260, ME Export Bus
appliedenergistics2:part:302, ME Fluid Annihilation Plane
appliedenergistics2:part:261, ME Fluid Export Bus
appliedenergistics2:part:321, ME Fluid Formation Plane
appliedenergistics2:part:241, ME Fluid Import Bus
appliedenergistics2:part:441, ME Fluid Interface
appliedenergistics2:part:281, ME Fluid Level Emitter
appliedenergistics2:part:221, ME Fluid Storage Bus
appliedenergistics2:part:520, ME Fluid Terminal
appliedenergistics2:part:320, ME Formation Plane
appliedenergistics2:part:301, ME Identity Annihilation Plane
appliedenergistics2:part:240, ME Import Bus
appliedenergistics2:part:440, ME Interface
appliedenergistics2:part:480, ME Interface Terminal
appliedenergistics2:part:100, ME Inverted Toggle Bus
appliedenergistics2:part:280, ME Level Emitter
appliedenergistics2:part:160, Bright Illuminated Panel
appliedenergistics2:part:469, P2P Tunnel - FE
appliedenergistics2:part:463, P2P Tunnel - Fluid
appliedenergistics2:part:465, P2P Tunnel - EU
appliedenergistics2:part:462, P2P Tunnel - Item
appliedenergistics2:part:467, P2P Tunnel - Light
appliedenergistics2:part:460, P2P Tunnel - ME
appliedenergistics2:part:461, P2P Tunnel - Redstone
appliedenergistics2:part:340, ME Pattern Terminal
appliedenergistics2:part:140, Quartz Fiber
appliedenergistics2:part:180, Illuminated Panel
appliedenergistics2:part:220, ME Storage Bus
appliedenergistics2:part:400, ME Storage Monitor
appliedenergistics2:part:380, ME Terminal
appliedenergistics2:part:80, ME Toggle Bus
buildcraftlib:guide, BuildCraft Guide Book
buildcraftlib:guide_note, BuildCraft Guide Book Note
buildcraftlib:debugger, Debugger
enderio:item_enderface, エンダーフェイス
enderio:item_conduit_facade:0, 導管被覆材
enderio:item_conduit_facade:1, 強化導管被覆材
enderio:item_conduit_facade:2, 透過導管被覆材
enderio:item_conduit_facade:3, 透過強化導管被覆材
enderio:item_basic_capacitor:0, ベーシックコンデンサ
enderio:item_basic_capacitor:1, 二重層コンデンサ
enderio:item_basic_capacitor:2, 八重コンデンサ
enderio:block_alloy:0, 電炉鋼ブロック
enderio:block_alloy:1, エナジェティック合金ブロック
enderio:block_alloy:2, ヴァイブラント合金ブロック
enderio:block_alloy:3, レッドストーン合金ブロック
enderio:block_alloy:4, 融解電導鉄ブロック
enderio:block_alloy:5, 脈動鉄ブロック
enderio:block_alloy:6, ダークスチールブロック
enderio:block_alloy:7, ソウラリウムブロック
enderio:block_alloy:8, エンドスチールブロック
enderio:block_alloy:9, 鉄合金ブロック
enderio:item_alloy_ingot:0, 電炉鋼インゴット
enderio:item_alloy_ingot:1, エナジェティック合金インゴット
enderio:item_alloy_ingot:2, ヴァイブラント合金インゴット
enderio:item_alloy_ingot:3, レッドストーン合金インゴット
enderio:item_alloy_ingot:4, 電導鉄インゴット
enderio:item_alloy_ingot:5, 脈動鉄インゴット
enderio:item_alloy_ingot:6, ダークスチールインゴット
enderio:item_alloy_ingot:7, ソウラリウムインゴット
enderio:item_alloy_ingot:8, エンドスチールインゴット
enderio:item_alloy_ingot:9, 鉄合金インゴット
enderio:item_alloy_nugget:0, 電炉鋼の塊
enderio:item_alloy_nugget:1, エナジェティック合金の塊
enderio:item_alloy_nugget:2, ヴァイブラント合金の塊
enderio:item_alloy_nugget:3, レッドストーン合金の塊
enderio:item_alloy_nugget:4, 電導鉄の塊
enderio:item_alloy_nugget:5, 脈動鉄の塊
enderio:item_alloy_nugget:6, ダークスチールの塊
enderio:item_alloy_nugget:7, ソウラリウムの塊
enderio:item_alloy_nugget:8, エンドスチールの塊
enderio:item_alloy_nugget:9, 鉄合金の塊
enderio:item_alloy_ball:0, 電炉鋼の粉砕用ボール
enderio:item_alloy_ball:1, エナジェティック合金の粉砕用ボール
enderio:item_alloy_ball:2, ヴァイブラント合金の粉砕用ボール
enderio:item_alloy_ball:3, レッドストーン合金の粉砕用ボール
enderio:item_alloy_ball:4, 電導鉄の粉砕用ボール
enderio:item_alloy_ball:5, 脈動鉄の粉砕用ボール
enderio:item_alloy_ball:6, ダークスチールの粉砕用ボール
enderio:item_alloy_ball:7, ソウラリウムの粉砕用ボール
enderio:item_alloy_ball:8, エンドスチールの粉砕用ボール
enderio:item_alloy_ball:9, 鉄合金の粉砕用ボール
enderio:item_material:0, 簡易型マシンシャーシ
enderio:item_material:1, 工業用マシンシャーシ
enderio:item_material:2, マシンパーツ
enderio:item_material:3, 太陽電池の基板
enderio:item_material:4, 導管接合材
enderio:item_material:5, シリコン
enderio:item_material:6, グライダーの片翼
enderio:item_material:7, グライダーの両翼
enderio:item_material:8, 栄養蒸留液が染みた棒
enderio:item_material:9, 木の歯車
enderio:item_material:10, 石の複合歯車
enderio:item_material:11, インフィニティバイメタルの歯車
enderio:item_material:12, 付勢バイメタルの歯車
enderio:item_material:13, ヴァイブラントバイメタルの歯車
enderio:item_material:14, パルセートクリスタル
enderio:item_material:15, ヴァイブラントクリスタル
enderio:item_material:16, エンダークリスタル
enderio:item_material:17, エンタイスクリスタル
enderio:item_material:18, ウェザークリスタル
enderio:item_material:19, プレシェントクリスタル
enderio:item_material:20, インフィニティの粒
enderio:item_material:21, 小麦粉
enderio:item_material:22, 導管接合剤の複合原料
enderio:item_material:23, 石炭の粉
enderio:item_material:24, 鉄の粉
enderio:item_material:25, 金の粉
enderio:item_material:26, 銅の粉
enderio:item_material:27, 錫の粉
enderio:item_material:28, エンダーパールの粉
enderio:item_material:29, 黒曜石の粉
enderio:item_material:32, ラピスラズリの粉
enderio:item_material:33, クォーツの粉
enderio:item_material:34, プレシェンスの粒
enderio:item_material:35, ヴァイブランシーの粒
enderio:item_material:36, ピエゾリティの粒
enderio:item_material:37, エンドの粒
enderio:item_material:38, 太陽電池の複合材料
enderio:item_material:39, エンダリウムベース
enderio:item_material:40, ゾンビの電極
enderio:item_material:41, Z 回路コントローラー
enderio:item_material:42, フランケンゾンビ
enderio:item_material:43, エンダー共振器
enderio:item_material:44, センテントエンダー
enderio:item_material:45, スケルタル収縮器
enderio:item_material:46, 剪定された植物
enderio:item_material:47, 整枝された枝の束
enderio:item_material:48, 緑色の有機染料
enderio:item_material:49, 茶色の有機染料
enderio:item_material:50, 黒色の有機染料
enderio:item_material:51, 工業用混合粉
enderio:item_material:52, ソウル用混合粉
enderio:item_material:53, ソウルマシンシャーシ
enderio:item_material:54, 強化マシンシャーシ
enderio:item_material:55, 霊なしマシンシャーシ
enderio:item_material:56, ガーディアンダイオード
enderio:item_material:57, シグナルムの粉砕用ボール
enderio:item_material:58, エンダリウムの粉砕用ボール
enderio:item_material:59, ルミウムの粉砕用ボール
enderio:item_material:60, レッドストーンフィルターの基板
enderio:item_material:61, 混沌の粉
enderio:item_material:62, エンダーの欠片
enderio:item_material:63, 枯凋の粉
enderio:item_material:64, 遠隔認識アップグレード
enderio:item_material:65, 無線電力送信用パラボラアンテナ
enderio:item_material:66, エンドスチールシャーシ
enderio:item_material:67, 改良型混合剤
enderio:item_material:68, 改良型マシンパーツ
enderio:item_material:69, 簡易型マシンパーツ
enderio:item_material:70, スポンジ生地
enderio:item_material:71, インフィニティロッド
enderio:item_material:72, ネザーコッタ
enderio:item_material:73, ダークバイメタルの歯車
enderio:item_material:74, ソウルの粉
enderio:item_material:75, インフィニティ試薬
enderio:item_material:76, 粘土入りグロウストーンダスト
enderio:item_material:77, 黒紙
enderio:item_material:78, 動物の証
enderio:item_material:79, モンスターの証
enderio:item_material:80, プレイヤーの証
enderio:item_broken_spawner:0, 壊れたスポナー
enderio:block_infinity_fog:0, インフィニティダスト
enderio:block_infinity:0, インフィニティダストブロック
enderio:block_infinity:1, 圧縮インフィニティダストブロック
enderio:block_infinity:2, 重圧縮インフィニティダストブロック
enderio:block_holy_fog, グロウストーンナノ粒子
enderio:block_dark_steel_anvil:0, ダークスチールの金床
enderio:block_dark_steel_anvil:1, 少し壊れたダークスチールの金床
enderio:block_dark_steel_anvil:2, かなり壊れたダークスチールの金床
enderio:block_dark_paper_anvil:0, 黒紙の金床
enderio:block_dark_paper_anvil:1, 少し壊れた黒紙の金床
enderio:block_dark_paper_anvil:2, かなり壊れた黒紙の金床
enderio:block_dark_steel_ladder, ダークスチールのはしご
enderio:block_dark_iron_bars, ダークスチール鉄格子
enderio:block_dark_steel_trapdoor, ダークスチールのトラップドア
enderio:block_dark_steel_door, ダークスチールのドア
enderio:block_reinforced_obsidian, 強化黒曜石
enderio:block_self_resetting_lever5, セルフリセットレバー（５秒）
enderio:block_self_resetting_lever10, セルフリセットレバー（１０秒）
enderio:block_self_resetting_lever30, セルフリセットレバー（３０秒）
enderio:block_self_resetting_lever60, セルフリセットレバー（１分）
enderio:block_self_resetting_lever300, セルフリセットレバー（５分）
enderio:block_self_resetting_lever5i, セルフリセットレバー（５秒・反転）
enderio:block_self_resetting_lever10i, セルフリセットレバー（１０秒・反転）
enderio:block_self_resetting_lever30i, セルフリセットレバー（３０秒・反転）
enderio:block_self_resetting_lever60i, セルフリセットレバー（１分・反転）
enderio:block_self_resetting_lever300i, セルフリセットレバー（５分・反転）
enderio:block_decoration1:0, マシンシャーシ（装飾ブロック）
enderio:block_decoration1:1, 機械の面（装飾ブロック）
enderio:block_decoration1:2, 機械の上面（装飾ブロック）
enderio:block_decoration1:3, 機械の側面（装飾ブロック）
enderio:block_decoration1:4, 機械の背面（装飾ブロック）
enderio:block_decoration1:5, 四方側面の機械（装飾ブロック）
enderio:block_decoration1:6, 四方背面の機械（装飾ブロック）
enderio:block_decoration1:7, ソウル系機械の面（装飾ブロック）
enderio:block_decoration1:8, ソウル系機械の上面（装飾ブロック）
enderio:block_decoration1:9, ソウル系機械の側面（装飾ブロック）
enderio:block_decoration1:10, ソウル系機械の背面（装飾ブロック）
enderio:block_decoration1:11, 四方側面のソウル系機械（装飾ブロック）
enderio:block_decoration1:12, 四方背面のソウル系機械（装飾ブロック）
enderio:block_decoration1:13, 赤色の機械（装飾ブロック）
enderio:block_decoration1:14, 壊れたスポナー（装飾ブロック）
enderio:block_decoration1:15, 不可視ブロック（装飾ブロック）
enderio:block_decoration2:0, 合金精錬機（装飾ブロック）
enderio:block_decoration2:1, アイテムバッファ（装飾ブロック）
enderio:block_decoration2:2, 電力バッファ（装飾ブロック）
enderio:block_decoration2:3, 総合バッファ（装飾ブロック）
enderio:block_decoration2:4, クリエイティブ専用バッファ（装飾ブロック）
enderio:block_decoration2:5, クラフト装置（装飾ブロック）
enderio:block_decoration2:6, 塗装機（装飾ブロック）
enderio:block_decoration2:7, 電力モニター（装飾ブロック）
enderio:block_decoration2:8, 準自生粉砕機（装飾ブロック）
enderio:block_decoration2:9, スライスンスプライス（装飾ブロック）
enderio:block_decoration2:10, スターリング発電機（装飾ブロック）
enderio:block_decoration2:11, 液体タンク（装飾ブロック）
enderio:block_decoration2:12, 加圧式液体タンク（装飾ブロック）
enderio:block_decoration2:13, トラベルアンカー（装飾ブロック）
enderio:block_decoration2:14, バキュームチェスト（装飾ブロック）
enderio:block_decoration2:15, 無線充電装置（装飾ブロック）
enderio:block_decoration3:0, 経験値バキューム装置（装飾ブロック）
enderio:block_decoration3:1, 簡易型合金精錬機（装飾ブロック）
enderio:block_decoration3:2, 簡易型スターリング発電機（装飾ブロック）
enderio:block_decoration3:3, 有線充電装置（装飾ブロック）
enderio:block_decoration3:4, 簡易型準自生粉砕機（装飾ブロック）
enderio:block_industrial_insulation, 工業用断熱材
enderio:block_end_iron_bars, エンドスチールの格子
enderio:block_confusion_charge, 眩惑の爆薬
enderio:block_concussion_charge, 震動の爆薬
enderio:block_ender_charge, エンダー爆薬
enderio:block_painted_slab, 塗装したハーフブロック
enderio:block_painted_stone_slab, 塗装した石のハーフブロック
enderio:block_painted_pressure_plate:1, 木の感圧板（無音）
enderio:block_painted_pressure_plate:3, 石の感圧板（無音）
enderio:block_painted_pressure_plate:5, 重量感圧板（重・無音）
enderio:block_painted_pressure_plate:7, 重量感圧板（軽・無音）
enderio:block_painted_pressure_plate:8, ダークスチールの感圧板
enderio:block_painted_pressure_plate:9, ダークスチールの感圧板（無音）
enderio:block_painted_pressure_plate:10, ソウラリウムの感圧板
enderio:block_painted_pressure_plate:11, ソウラリウムの感圧板（無音）
enderio:block_painted_pressure_plate:12, ソウラリウムの感圧板（指定済み）
enderio:block_painted_pressure_plate:13, ソウラリウムの感圧板（指定済み・無音）
enderio:block_painted_wooden_door, 塗装した木のドア
enderio:block_painted_iron_door, 塗装した鉄のドア
enderio:block_painted_dark_steel_door, 塗装したダークスチールのドア
enderio:block_exit_rail, 脱線レール
enderio:item_conduit_probe:0, 導管調査機
enderio:item_yeta_wrench, イェタレンチ
enderio:item_xp_transfer:0, エクスペリエンスロッド
enderio:item_cold_fire_igniter, 冷炎ライター
enderio:item_coord_selector, 座標指定機
enderio:item_location_printout, 座標紙
enderio:item_travel_staff:0, トラベルスタッフ
enderio:item_travel_staff:0, トラベルスタッフ
enderio:item_rod_of_return:0, リターンロッド
enderio:item_rod_of_return:0, リターンロッド
enderio:item_magnet:0, 電磁石
enderio:item_magnet:0, 電磁石
enderio:block_enderman_skull:0, エンダーマンの頭
enderio:block_enderman_skull:2, 悩めるエンダーマンの頭
enderio:item_ender_food:0, "エンデリオス"
enderio:item_basic_item_filter:0, 基本アイテムフィルター
enderio:item_advanced_item_filter:0, 強化アイテムフィルター
enderio:item_limited_item_filter:0, 搬入数制限アイテムフィルター
enderio:item_big_item_filter:0, 大容量アイテムフィルター
enderio:item_big_advanced_item_filter:0, 強化大容量アイテムフィルター
enderio:item_existing_item_filter:0, 既存アイテムフィルター
enderio:item_mod_item_filter:0, Mod アイテムフィルター
enderio:item_power_item_filter:0, 電力保有アイテムフィルター
enderio:item_soul_filter_normal:0, ソウルアイテムフィルター
enderio:item_soul_filter_big:0, 大容量ソウルアイテムフィルター
enderio:item_enchantment_filter_normal:0, エンチャントアイテムフィルター
enderio:item_enchantment_filter_big:0, 大容量エンチャントアイテムフィルター
enderio:item_fluid_filter:0, 基本液体フィルター
enderio:item_redstone_not_filter:0, レッドストーン NOT フィルター
enderio:item_redstone_or_filter:0, レッドストーン OR フィルター
enderio:item_redstone_and_filter:0, レッドストーン AND フィルター
enderio:item_redstone_nor_filter:0, レッドストーン NOR フィルター
enderio:item_redstone_nand_filter:0, レッドストーン NAND フィルター
enderio:item_redstone_xor_filter:0, レッドストーン XOR フィルター
enderio:item_redstone_xnor_filter:0, レッドストーン XNOR フィルター
enderio:item_redstone_toggle_filter:0, レッドストーンラッチ切替フィルター
enderio:item_redstone_counting_filter:0, レッドストーンカウントフィルター
enderio:item_redstone_sensor_filter:0, レッドストーンセンサーフィルター
enderio:item_redstone_timer_filter:0, レッドストーンタイマーフィルター
enderio:block_fused_quartz:0, クォーツガラス
enderio:block_fused_quartz:1, クォーツガラス
enderio:block_fused_quartz:2, クォーツガラス
enderio:block_fused_quartz:3, クォーツガラス
enderio:block_fused_quartz:4, クォーツガラス
enderio:block_fused_quartz:5, クォーツガラス
enderio:block_fused_quartz:6, クォーツガラス
enderio:block_fused_quartz:7, クォーツガラス
enderio:block_fused_quartz:8, クォーツガラス
enderio:block_fused_quartz:9, クォーツガラス
enderio:block_fused_quartz:10, クォーツガラス
enderio:block_fused_quartz:11, クォーツガラス
enderio:block_fused_quartz:12, クォーツガラス
enderio:block_fused_quartz:13, クォーツガラス
enderio:block_fused_quartz:14, クォーツガラス
enderio:block_fused_quartz:15, クォーツガラス
enderio:block_fused_glass:0, 高透過ガラス
enderio:block_fused_glass:1, 高透過ガラス
enderio:block_fused_glass:2, 高透過ガラス
enderio:block_fused_glass:3, 高透過ガラス
enderio:block_fused_glass:4, 高透過ガラス
enderio:block_fused_glass:5, 高透過ガラス
enderio:block_fused_glass:6, 高透過ガラス
enderio:block_fused_glass:7, 高透過ガラス
enderio:block_fused_glass:8, 高透過ガラス
enderio:block_fused_glass:9, 高透過ガラス
enderio:block_fused_glass:10, 高透過ガラス
enderio:block_fused_glass:11, 高透過ガラス
enderio:block_fused_glass:12, 高透過ガラス
enderio:block_fused_glass:13, 高透過ガラス
enderio:block_fused_glass:14, 高透過ガラス
enderio:block_fused_glass:15, 高透過ガラス
enderio:block_enlightened_fused_quartz:0, 発光クォーツガラス
enderio:block_enlightened_fused_quartz:1, 発光クォーツガラス
enderio:block_enlightened_fused_quartz:2, 発光クォーツガラス
enderio:block_enlightened_fused_quartz:3, 発光クォーツガラス
enderio:block_enlightened_fused_quartz:4, 発光クォーツガラス
enderio:block_enlightened_fused_quartz:5, 発光クォーツガラス
enderio:block_enlightened_fused_quartz:6, 発光クォーツガラス
enderio:block_enlightened_fused_quartz:7, 発光クォーツガラス
enderio:block_enlightened_fused_quartz:8, 発光クォーツガラス
enderio:block_enlightened_fused_quartz:9, 発光クォーツガラス
enderio:block_enlightened_fused_quartz:10, 発光クォーツガラス
enderio:block_enlightened_fused_quartz:11, 発光クォーツガラス
enderio:block_enlightened_fused_quartz:12, 発光クォーツガラス
enderio:block_enlightened_fused_quartz:13, 発光クォーツガラス
enderio:block_enlightened_fused_quartz:14, 発光クォーツガラス
enderio:block_enlightened_fused_quartz:15, 発光クォーツガラス
enderio:block_enlightened_fused_glass:0, 発光高透過ガラス
enderio:block_enlightened_fused_glass:1, 発光高透過ガラス
enderio:block_enlightened_fused_glass:2, 発光高透過ガラス
enderio:block_enlightened_fused_glass:3, 発光高透過ガラス
enderio:block_enlightened_fused_glass:4, 発光高透過ガラス
enderio:block_enlightened_fused_glass:5, 発光高透過ガラス
enderio:block_enlightened_fused_glass:6, 発光高透過ガラス
enderio:block_enlightened_fused_glass:7, 発光高透過ガラス
enderio:block_enlightened_fused_glass:8, 発光高透過ガラス
enderio:block_enlightened_fused_glass:9, 発光高透過ガラス
enderio:block_enlightened_fused_glass:10, 発光高透過ガラス
enderio:block_enlightened_fused_glass:11, 発光高透過ガラス
enderio:block_enlightened_fused_glass:12, 発光高透過ガラス
enderio:block_enlightened_fused_glass:13, 発光高透過ガラス
enderio:block_enlightened_fused_glass:14, 発光高透過ガラス
enderio:block_enlightened_fused_glass:15, 発光高透過ガラス
enderio:block_dark_fused_quartz:0, 遮光クォーツガラス
enderio:block_dark_fused_quartz:1, 遮光クォーツガラス
enderio:block_dark_fused_quartz:2, 遮光クォーツガラス
enderio:block_dark_fused_quartz:3, 遮光クォーツガラス
enderio:block_dark_fused_quartz:4, 遮光クォーツガラス
enderio:block_dark_fused_quartz:5, 遮光クォーツガラス
enderio:block_dark_fused_quartz:6, 遮光クォーツガラス
enderio:block_dark_fused_quartz:7, 遮光クォーツガラス
enderio:block_dark_fused_quartz:8, 遮光クォーツガラス
enderio:block_dark_fused_quartz:9, 遮光クォーツガラス
enderio:block_dark_fused_quartz:10, 遮光クォーツガラス
enderio:block_dark_fused_quartz:11, 遮光クォーツガラス
enderio:block_dark_fused_quartz:12, 遮光クォーツガラス
enderio:block_dark_fused_quartz:13, 遮光クォーツガラス
enderio:block_dark_fused_quartz:14, 遮光クォーツガラス
enderio:block_dark_fused_quartz:15, 遮光クォーツガラス
enderio:block_dark_fused_glass:0, 遮光高透過ガラス
enderio:block_dark_fused_glass:1, 遮光高透過ガラス
enderio:block_dark_fused_glass:2, 遮光高透過ガラス
enderio:block_dark_fused_glass:3, 遮光高透過ガラス
enderio:block_dark_fused_glass:4, 遮光高透過ガラス
enderio:block_dark_fused_glass:5, 遮光高透過ガラス
enderio:block_dark_fused_glass:6, 遮光高透過ガラス
enderio:block_dark_fused_glass:7, 遮光高透過ガラス
enderio:block_dark_fused_glass:8, 遮光高透過ガラス
enderio:block_dark_fused_glass:9, 遮光高透過ガラス
enderio:block_dark_fused_glass:10, 遮光高透過ガラス
enderio:block_dark_fused_glass:11, 遮光高透過ガラス
enderio:block_dark_fused_glass:12, 遮光高透過ガラス
enderio:block_dark_fused_glass:13, 遮光高透過ガラス
enderio:block_dark_fused_glass:14, 遮光高透過ガラス
enderio:block_dark_fused_glass:15, 遮光高透過ガラス
enderio:block_holy_fused_quartz:0, クォーツガラス
enderio:block_holy_fused_quartz:1, クォーツガラス
enderio:block_holy_fused_quartz:2, クォーツガラス
enderio:block_holy_fused_quartz:3, クォーツガラス
enderio:block_holy_fused_quartz:4, クォーツガラス
enderio:block_holy_fused_quartz:5, クォーツガラス
enderio:block_holy_fused_quartz:6, クォーツガラス
enderio:block_holy_fused_quartz:7, クォーツガラス
enderio:block_holy_fused_quartz:8, クォーツガラス
enderio:block_holy_fused_quartz:9, クォーツガラス
enderio:block_holy_fused_quartz:10, クォーツガラス
enderio:block_holy_fused_quartz:11, クォーツガラス
enderio:block_holy_fused_quartz:12, クォーツガラス
enderio:block_holy_fused_quartz:13, クォーツガラス
enderio:block_holy_fused_quartz:14, クォーツガラス
enderio:block_holy_fused_quartz:15, クォーツガラス
enderio:block_holy_fused_glass:0, 高透過ガラス
enderio:block_holy_fused_glass:1, 高透過ガラス
enderio:block_holy_fused_glass:2, 高透過ガラス
enderio:block_holy_fused_glass:3, 高透過ガラス
enderio:block_holy_fused_glass:4, 高透過ガラス
enderio:block_holy_fused_glass:5, 高透過ガラス
enderio:block_holy_fused_glass:6, 高透過ガラス
enderio:block_holy_fused_glass:7, 高透過ガラス
enderio:block_holy_fused_glass:8, 高透過ガラス
enderio:block_holy_fused_glass:9, 高透過ガラス
enderio:block_holy_fused_glass:10, 高透過ガラス
enderio:block_holy_fused_glass:11, 高透過ガラス
enderio:block_holy_fused_glass:12, 高透過ガラス
enderio:block_holy_fused_glass:13, 高透過ガラス
enderio:block_holy_fused_glass:14, 高透過ガラス
enderio:block_holy_fused_glass:15, 高透過ガラス
enderio:block_holy_enlightened_fused_quartz:0, 発光クォーツガラス
enderio:block_holy_enlightened_fused_quartz:1, 発光クォーツガラス
enderio:block_holy_enlightened_fused_quartz:2, 発光クォーツガラス
enderio:block_holy_enlightened_fused_quartz:3, 発光クォーツガラス
enderio:block_holy_enlightened_fused_quartz:4, 発光クォーツガラス
enderio:block_holy_enlightened_fused_quartz:5, 発光クォーツガラス
enderio:block_holy_enlightened_fused_quartz:6, 発光クォーツガラス
enderio:block_holy_enlightened_fused_quartz:7, 発光クォーツガラス
enderio:block_holy_enlightened_fused_quartz:8, 発光クォーツガラス
enderio:block_holy_enlightened_fused_quartz:9, 発光クォーツガラス
enderio:block_holy_enlightened_fused_quartz:10, 発光クォーツガラス
enderio:block_holy_enlightened_fused_quartz:11, 発光クォーツガラス
enderio:block_holy_enlightened_fused_quartz:12, 発光クォーツガラス
enderio:block_holy_enlightened_fused_quartz:13, 発光クォーツガラス
enderio:block_holy_enlightened_fused_quartz:14, 発光クォーツガラス
enderio:block_holy_enlightened_fused_quartz:15, 発光クォーツガラス
enderio:block_holy_enlightened_fused_glass:0, 発光高透過ガラス
enderio:block_holy_enlightened_fused_glass:1, 発光高透過ガラス
enderio:block_holy_enlightened_fused_glass:2, 発光高透過ガラス
enderio:block_holy_enlightened_fused_glass:3, 発光高透過ガラス
enderio:block_holy_enlightened_fused_glass:4, 発光高透過ガラス
enderio:block_holy_enlightened_fused_glass:5, 発光高透過ガラス
enderio:block_holy_enlightened_fused_glass:6, 発光高透過ガラス
enderio:block_holy_enlightened_fused_glass:7, 発光高透過ガラス
enderio:block_holy_enlightened_fused_glass:8, 発光高透過ガラス
enderio:block_holy_enlightened_fused_glass:9, 発光高透過ガラス
enderio:block_holy_enlightened_fused_glass:10, 発光高透過ガラス
enderio:block_holy_enlightened_fused_glass:11, 発光高透過ガラス
enderio:block_holy_enlightened_fused_glass:12, 発光高透過ガラス
enderio:block_holy_enlightened_fused_glass:13, 発光高透過ガラス
enderio:block_holy_enlightened_fused_glass:14, 発光高透過ガラス
enderio:block_holy_enlightened_fused_glass:15, 発光高透過ガラス
enderio:block_holy_dark_fused_quartz:0, 遮光クォーツガラス
enderio:block_holy_dark_fused_quartz:1, 遮光クォーツガラス
enderio:block_holy_dark_fused_quartz:2, 遮光クォーツガラス
enderio:block_holy_dark_fused_quartz:3, 遮光クォーツガラス
enderio:block_holy_dark_fused_quartz:4, 遮光クォーツガラス
enderio:block_holy_dark_fused_quartz:5, 遮光クォーツガラス
enderio:block_holy_dark_fused_quartz:6, 遮光クォーツガラス
enderio:block_holy_dark_fused_quartz:7, 遮光クォーツガラス
enderio:block_holy_dark_fused_quartz:8, 遮光クォーツガラス
enderio:block_holy_dark_fused_quartz:9, 遮光クォーツガラス
enderio:block_holy_dark_fused_quartz:10, 遮光クォーツガラス
enderio:block_holy_dark_fused_quartz:11, 遮光クォーツガラス
enderio:block_holy_dark_fused_quartz:12, 遮光クォーツガラス
enderio:block_holy_dark_fused_quartz:13, 遮光クォーツガラス
enderio:block_holy_dark_fused_quartz:14, 遮光クォーツガラス
enderio:block_holy_dark_fused_quartz:15, 遮光クォーツガラス
enderio:block_holy_dark_fused_glass:0, 遮光高透過ガラス
enderio:block_holy_dark_fused_glass:1, 遮光高透過ガラス
enderio:block_holy_dark_fused_glass:2, 遮光高透過ガラス
enderio:block_holy_dark_fused_glass:3, 遮光高透過ガラス
enderio:block_holy_dark_fused_glass:4, 遮光高透過ガラス
enderio:block_holy_dark_fused_glass:5, 遮光高透過ガラス
enderio:block_holy_dark_fused_glass:6, 遮光高透過ガラス
enderio:block_holy_dark_fused_glass:7, 遮光高透過ガラス
enderio:block_holy_dark_fused_glass:8, 遮光高透過ガラス
enderio:block_holy_dark_fused_glass:9, 遮光高透過ガラス
enderio:block_holy_dark_fused_glass:10, 遮光高透過ガラス
enderio:block_holy_dark_fused_glass:11, 遮光高透過ガラス
enderio:block_holy_dark_fused_glass:12, 遮光高透過ガラス
enderio:block_holy_dark_fused_glass:13, 遮光高透過ガラス
enderio:block_holy_dark_fused_glass:14, 遮光高透過ガラス
enderio:block_holy_dark_fused_glass:15, 遮光高透過ガラス
enderio:block_unholy_fused_quartz:0, クォーツガラス
enderio:block_unholy_fused_quartz:1, クォーツガラス
enderio:block_unholy_fused_quartz:2, クォーツガラス
